,Aruba,Afghanistan,Angola,Albania,Andorra,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Bosnia and Herzegovina,Belarus,Belize,Bermuda,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Cameroon,Colombia,Comoros,Cabo Verde,Costa Rica,Cuba,Cayman Islands,Cyprus,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,Eritrea,Spain,Estonia,Ethiopia,Finland,Fiji,France,Faroe Islands,Gabon,Georgia,Ghana,Gibraltar,Guinea,Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,Honduras,Croatia,Haiti,Hungary,Indonesia,Isle of Man,India,Ireland,Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Cambodia,Kiribati,Kuwait,Lebanon,Liberia,Libya,Liechtenstein,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,Morocco,Monaco,Madagascar,Maldives,Mexico,Marshall Islands,North Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Puerto Rico,Portugal,Paraguay,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,South Sudan,Sao Tome and Principe,Suriname,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Timor-Leste,Tonga,Trinidad and Tobago,Tunisia,Tuvalu,Uganda,Ukraine,Uruguay,Uzbekistan,Virgin Islands (U.S.),Vanuatu,Samoa,South Africa,Zambia,Zimbabwe
2011-01-01,102050.0,30117411.0,24220660.0,2905195.0,83748.0,8946778.0,41261490.0,2876536.0,55755.0,89250.0,22340024.0,8391643.0,9173082.0,8958406.0,11038264.0,9460829.0,16081915.0,149273134.0,7348328.0,1278153.0,3661173.0,9461643.0,330236.0,64564.0,197514541.0,282987.0,393687.0,693297.0,2015406.0,4418639.0,34339328.0,7912398.0,17233584.0,1345035000.0,20906392.0,45662747.0,706578.0,498858.0,4633086.0,11236671.0,57877.0,1124837.0,80274983.0,853671.0,70912.0,5570572.0,9813219.0,36661438.0,15243885.0,3213969.0,46742697.0,1327439.0,90139928.0,5388272.0,863451.0,65342789.0,47815.0,1684629.0,3756441.0,25387713.0,33608.0,10420459.0,1562996.0,986861.0,11104899.0,106786.0,56890.0,14521515.0,159690.0,752029.0,8480670.0,4280622.0,10100320.0,9971727.0,245115988.0,84889.0,1250287939.0,4580084.0,30725305.0,319014.0,7765800.0,59379449.0,2825932.0,7662858.0,127833000.0,16557202.0,43178270.0,14541421.0,104735.0,3168054.0,5202022.0,4017446.0,6247438.0,36299.0,20398496.0,2003793.0,3028115.0,518347.0,2059709.0,32781860.0,36025.0,21743970.0,380493.0,115695468.0,56524.0,2058539.0,15514593.0,416268.0,50990612.0,620079.0,2770357.0,54013.0,24187500.0,3598646.0,1252404.0,14962118.0,28650962.0,2156698.0,254350.0,17114770.0,162805080.0,5903035.0,16693074.0,4953088.0,27041220.0,10069.0,4384000.0,3251102.0,183340168.0,3706479.0,29264314.0,95570049.0,17748.0,7472196.0,38063255.0,3678732.0,10557560.0,6333981.0,267702.0,2035862.0,20147528.0,142960908.0,10293333.0,28267591.0,35349676.0,13033814.0,5183688.0,541522.0,6563238.0,6210567.0,31655.0,12376305.0,7234099.0,9830695.0,184521.0,535177.0,2052843.0,9449213.0,1072029.0,33435.0,87441.0,21081814.0,33371.0,12360986.0,6595939.0,67518379.0,7697507.0,5174076.0,1113154.0,103558.0,1336180.0,10741872.0,10626.0,33476772.0,45706086.0,3368926.0,29339400.0,108290.0,242658.0,187469.0,52003759.0,14023199.0,12894323.0
2012-01-01,102565.0,31161378.0,25107925.0,2900401.0,82427.0,9141598.0,41733271.0,2884239.0,55669.0,90407.0,22733465.0,8429991.0,9295784.0,9245992.0,11106932.0,9729254.0,16571252.0,151005733.0,7305888.0,1299942.0,3604972.0,9446836.0,338001.0,64798.0,199287292.0,283698.0,398997.0,701582.0,2039551.0,4436411.0,34714222.0,7996861.0,17400359.0,1354190000.0,21485267.0,46075721.0,723865.0,505241.0,4688003.0,11257112.0,58963.0,1135046.0,80425823.0,868136.0,70954.0,5591572.0,9930916.0,37383899.0,15474099.0,,46773055.0,1322696.0,92726982.0,5413971.0,865065.0,65659814.0,47843.0,1749677.0,3728874.0,25996454.0,33653.0,10652032.0,1604981.0,1031191.0,11045011.0,107452.0,56810.0,14781942.0,159990.0,755388.0,8640692.0,4267558.0,10250922.0,9920362.0,248451714.0,84534.0,1265780243.0,4599533.0,31890012.0,320716.0,7910500.0,59539717.0,2842128.0,8089963.0,127629000.0,16792090.0,44343469.0,14780454.0,106359.0,3348852.0,5537620.0,4135662.0,6285751.0,36615.0,20425000.0,2014988.0,2987773.0,530946.0,2034319.0,33241898.0,36459.0,22346641.0,397231.0,117274156.0,56712.0,2061044.0,15979492.0,420028.0,51413703.0,620601.0,2824698.0,54306.0,24862673.0,3706555.0,1255882.0,15396010.0,29068189.0,2194777.0,259000.0,17795209.0,167228803.0,5982530.0,16754962.0,5018573.0,26989160.0,10136.0,4408100.0,3498031.0,187280125.0,3770635.0,29506790.0,97212639.0,17635.0,7631003.0,38063164.0,3634488.0,10514844.0,6421510.0,268995.0,2196078.0,20058035.0,143201721.0,10549668.0,29154906.0,36193781.0,13401990.0,5312437.0,556066.0,6712586.0,6237922.0,32103.0,12715487.0,7199077.0,10113648.0,188394.0,541247.0,2057159.0,9519374.0,1079285.0,34640.0,88303.0,20438861.0,34067.0,12784748.0,6773807.0,67835969.0,7874838.0,5267906.0,1133002.0,102736.0,1344814.0,10846993.0,10744.0,34558700.0,45593342.0,3378975.0,29774500.0,108188.0,249505.0,189089.0,52832659.0,14465148.0,13115149.0
2013-01-01,103165.0,32269592.0,26015786.0,2895092.0,80770.0,9197908.0,42202935.0,2897593.0,55717.0,91510.0,23128129.0,8479823.0,9416801.0,9540302.0,11159407.0,10004594.0,17072791.0,152761413.0,7265115.0,1315029.0,3542598.0,9443211.0,345707.0,65001.0,201035904.0,284294.0,404414.0,710235.0,2062551.0,4447945.0,35082954.0,8089346.0,17571511.0,1363240000.0,22077300.0,46495492.0,741511.0,511740.0,4742111.0,11282722.0,59933.0,1143866.0,80645605.0,883296.0,71019.0,5614932.0,10048226.0,38140135.0,15707473.0,,46620045.0,1317997.0,95385793.0,5438972.0,865602.0,65998685.0,47901.0,1817070.0,3717668.0,26607641.0,33694.0,10892821.0,1648259.0,1076412.0,10965211.0,108172.0,56483.0,15043981.0,160415.0,759281.0,8798524.0,4255689.0,10400672.0,9893082.0,251805314.0,83985.0,1280842119.0,4623816.0,33157061.0,323764.0,8059500.0,60233948.0,2858710.0,8518992.0,127445000.0,17035551.0,45519986.0,15026330.0,107887.0,3526382.0,5913016.0,4248337.0,6320350.0,36940.0,20585000.0,2028528.0,2957689.0,543360.0,2012647.0,33715705.0,36899.0,22961259.0,415592.0,118827158.0,56933.0,2064032.0,16449854.0,425967.0,51852464.0,621207.0,2881783.0,54786.0,25560752.0,3817497.0,1258653.0,15839287.0,29468923.0,2233506.0,263650.0,18504287.0,171765819.0,6062462.0,16804432.0,5079623.0,26916795.0,10208.0,4442100.0,3764805.0,191260799.0,3835447.0,29773986.0,98871558.0,17603.0,7788388.0,38040196.0,3593077.0,10457295.0,6510273.0,270332.0,2336579.0,19983693.0,143506995.0,10811538.0,30052058.0,37072555.0,13782429.0,5399162.0,571329.0,6863975.0,6266076.0,32554.0,13063711.0,7164132.0,10355030.0,192076.0,547295.0,2059953.0,9600379.0,1086843.0,36607.0,89949.0,19578466.0,34733.0,13220433.0,6954721.0,68144519.0,8059782.0,5366376.0,1153288.0,101768.0,1353708.0,10952949.0,10849.0,35694519.0,45489648.0,3389436.0,30243200.0,108041.0,256637.0,190712.0,53687125.0,14926551.0,13350378.0
2014-01-01,103776.0,33370804.0,26941773.0,2889104.0,79213.0,9214182.0,42669500.0,2912403.0,55791.0,92562.0,23475686.0,8546356.0,9535079.0,9844301.0,11209057.0,10286839.0,17586029.0,154517385.0,7223938.0,1336073.0,3482106.0,9448515.0,353366.0,65138.0,202763744.0,284825.0,409778.0,719053.0,2088619.0,4464171.0,35437435.0,8188649.0,17758969.0,1371860000.0,22681853.0,46967706.0,759390.0,518276.0,4795390.0,11306909.0,60848.0,1152297.0,80982500.0,898707.0,71091.0,5643475.0,10165182.0,38923688.0,15951832.0,,46480882.0,1314545.0,98094264.0,5461512.0,866447.0,66312067.0,47965.0,1883801.0,3719414.0,27224480.0,33726.0,11150970.0,1692433.0,1122273.0,10892413.0,108900.0,56295.0,15306316.0,161007.0,763371.0,8955579.0,4238389.0,10549007.0,9866468.0,255128076.0,83488.0,1295600768.0,4657740.0,34411949.0,327386.0,8215700.0,60789140.0,2875137.0,8918822.0,127276000.0,17288285.0,46700063.0,15274506.0,109387.0,3690939.0,6261046.0,4359508.0,6362039.0,37219.0,20778000.0,2043448.0,2932367.0,556319.0,1993782.0,34192358.0,37320.0,23589897.0,435018.0,120355137.0,57183.0,2067471.0,16934213.0,434558.0,52280816.0,621810.0,2940111.0,55301.0,26286192.0,3930894.0,1260934.0,16289550.0,29866606.0,2273426.0,268050.0,19240182.0,176404931.0,6142734.0,16865008.0,5137232.0,26905982.0,10289.0,4516500.0,4027255.0,195305012.0,3901311.0,30090372.0,100513137.0,17625.0,7946733.0,38011735.0,3534874.0,10401062.0,6599524.0,271713.0,2459202.0,19908979.0,143819667.0,11083629.0,30916603.0,37977657.0,14174740.0,5469724.0,587079.0,7017153.0,6295124.0,32941.0,13423571.0,7130576.0,10554882.0,195727.0,553278.0,2061980.0,9696110.0,1095022.0,37685.0,91359.0,18710711.0,35371.0,13663562.0,7137997.0,68438748.0,8252828.0,5466324.0,1174333.0,101023.0,1362337.0,11063195.0,10973.0,36911530.0,45272155.0,3400439.0,30757700.0,107882.0,263888.0,192220.0,54544184.0,15399793.0,13586710.0
2015-01-01,104339.0,34413603.0,27884380.0,2880703.0,77993.0,9262896.0,43131966.0,2925559.0,55806.0,93571.0,23815995.0,8642699.0,9649341.0,10160034.0,11274196.0,10575962.0,18110616.0,156256287.0,7177991.0,1371853.0,3429362.0,9461076.0,360926.0,65237.0,204471759.0,285327.0,414914.0,727885.0,2120716.0,4493171.0,35702908.0,8282396.0,17969356.0,1379860000.0,23298376.0,47520667.0,777435.0,524740.0,4847805.0,11324777.0,61721.0,1160987.0,81686611.0,913998.0,71175.0,5683483.0,10281675.0,39728020.0,16212022.0,,46444832.0,1315407.0,100835453.0,5479531.0,868632.0,66548272.0,48055.0,1947690.0,3725276.0,27849203.0,33742.0,11432096.0,1737207.0,1168575.0,10820883.0,109603.0,56114.0,15567419.0,161851.0,767433.0,9112904.0,4203604.0,10695540.0,9843028.0,258383257.0,83232.0,1310152392.0,4701957.0,35572269.0,330815.0,8380100.0,60730582.0,2891024.0,9266573.0,127141000.0,17542806.0,47878339.0,15521435.0,110927.0,3835588.0,6532681.0,4472229.0,6418315.0,37465.0,20970000.0,2059011.0,2904910.0,569604.0,1977527.0,34663608.0,37723.0,24234080.0,454914.0,121858251.0,57444.0,2070226.0,17438772.0,445053.0,52680724.0,622159.0,2998433.0,55779.0,27042001.0,4046304.0,1262605.0,16745305.0,30270965.0,2314901.0,268700.0,20001663.0,181137454.0,6223234.0,16939923.0,5188607.0,27015033.0,10374.0,4609400.0,4267341.0,199426953.0,3968490.0,30470739.0,102113206.0,17665.0,8107772.0,37986412.0,3473232.0,10358076.0,6688746.0,273119.0,2565708.0,19815616.0,144096870.0,11369066.0,31717676.0,38902948.0,14578450.0,5535002.0,603133.0,7171909.0,6325121.0,33270.0,13797204.0,7095383.0,10715657.0,199439.0,559136.0,2063531.0,9799186.0,1104038.0,38825.0,93419.0,17997411.0,35979.0,14110971.0,7323162.0,68714519.0,8454019.0,5565283.0,1196294.0,100780.0,1370332.0,11179951.0,11099.0,38225447.0,45154036.0,3412013.0,31298900.0,107712.0,271128.0,193510.0,55386369.0,15879370.0,13814642.0
2016-01-01,104865.0,35383028.0,28842482.0,2876101.0,77295.0,9360975.0,43590368.0,2936147.0,55739.0,94520.0,24190907.0,8736668.0,9757812.0,10488002.0,11331422.0,10872072.0,18646350.0,157977151.0,7127822.0,1425793.0,3386263.0,9469379.0,368399.0,64554.0,206163056.0,285798.0,419791.0,736706.0,2159925.0,4537683.0,36109487.0,8373338.0,18209072.0,1387790000.0,23926549.0,48175048.0,795597.0,531140.0,4899336.0,11335108.0,62564.0,1170189.0,82348669.0,929117.0,71307.0,5728010.0,10397738.0,40551398.0,16491116.0,,46484062.0,1315790.0,103603461.0,5495303.0,872406.0,66724104.0,48173.0,2007882.0,3727505.0,28481947.0,33738.0,11738434.0,1782434.0,1215181.0,10775971.0,110263.0,56186.0,15827690.0,162948.0,771363.0,9270794.0,4174349.0,10839976.0,9814023.0,261556386.0,83296.0,1324517250.0,4755335.0,36610632.0,335439.0,8546000.0,60627498.0,2906242.0,9554286.0,127076000.0,17794055.0,49051531.0,15766290.0,112529.0,3956862.0,6714281.0,4586788.0,6492160.0,37655.0,21203000.0,2075041.0,2868231.0,582014.0,1959537.0,35126274.0,38070.0,24894370.0,475505.0,123333379.0,57723.0,2072490.0,17965448.0,455356.0,53045199.0,622303.0,3056358.0,56187.0,27829930.0,4163532.0,1263473.0,17205253.0,30684652.0,2358044.0,269350.0,20788789.0,185960244.0,6303970.0,17030314.0,5234519.0,27263430.0,10474.0,4714100.0,4479217.0,203631356.0,4037073.0,30926036.0,103663812.0,17718.0,8271766.0,37970087.0,3406672.0,10325452.0,6777878.0,274576.0,2654379.0,19702267.0,144342397.0,11668829.0,32443443.0,39847433.0,14993514.0,5607283.0,619438.0,7328846.0,6356137.0,33503.0,14185635.0,7058322.0,10832520.0,203221.0,564883.0,2065042.0,9923085.0,1113994.0,39969.0,94677.0,17465567.0,36558.0,14561658.0,7509952.0,68971313.0,8663575.0,5662371.0,1219289.0,101143.0,1377563.0,11303942.0,11232.0,39649173.0,45004673.0,3424139.0,31847900.0,107516.0,278326.0,194540.0,56207649.0,16363449.0,14030338.0
2017-01-01,105361.0,36296111.0,29816769.0,2873457.0,76997.0,9487206.0,44044811.0,2944789.0,55617.0,95425.0,24601860.0,8797566.0,9854033.0,10827010.0,11375158.0,11175192.0,19193236.0,159685421.0,7075947.0,1494077.0,3351534.0,9458989.0,375775.0,63873.0,207833825.0,286229.0,424481.0,745563.0,2205076.0,4596023.0,36545236.0,8451840.0,18470435.0,1396215000.0,24566070.0,48909844.0,813890.0,537499.0,4949955.0,11339255.0,63382.0,1179685.0,82657002.0,944100.0,71460.0,5764980.0,10513111.0,41389174.0,16785356.0,,46593236.0,1317384.0,106399926.0,5508214.0,877460.0,66918020.0,48326.0,2064812.0,3728004.0,29121464.0,33723.0,12067516.0,1828146.0,1262008.0,10754679.0,110874.0,56171.0,16087418.0,164281.0,775218.0,9429016.0,4124531.0,10982367.0,9787966.0,264650969.0,83610.0,1338676779.0,4807388.0,37552789.0,343400.0,8713300.0,60536709.0,2920848.0,9785840.0,126972000.0,18037776.0,50221146.0,16009413.0,114153.0,4056102.0,6819373.0,4702224.0,6580723.0,37805.0,21444000.0,2091532.0,2828403.0,596336.0,1942248.0,35581257.0,38392.0,25570511.0,496398.0,124777326.0,58053.0,2074502.0,18512429.0,467999.0,53382521.0,622373.0,3113788.0,56553.0,28649007.0,4282582.0,1264613.0,17670193.0,31104655.0,2402623.0,270000.0,21602388.0,190873247.0,6384843.0,17131296.0,5276968.0,27632682.0,10577.0,4813600.0,4665926.0,207906210.0,4106764.0,31444299.0,105172921.0,17809.0,8438038.0,37974826.0,3325286.0,10300300.0,6867058.0,276108.0,2724727.0,19588715.0,144496739.0,11980960.0,33101183.0,40813398.0,15419354.0,5612253.0,636030.0,7488427.0,6388124.0,33671.0,14589165.0,7020858.0,10910774.0,207086.0,570501.0,2066388.0,10057698.0,1124808.0,40574.0,95843.0,17095669.0,37116.0,15016761.0,7698476.0,69209817.0,8880270.0,5757667.0,1243260.0,102002.0,1384060.0,11433438.0,11365.0,41166588.0,44831135.0,3436645.0,32388600.0,107281.0,285499.0,195358.0,57009751.0,16853608.0,14236599.0
2018-01-01,105846.0,37171922.0,30809787.0,2866376.0,77008.0,9630966.0,44494502.0,2951741.0,55461.0,96282.0,24982688.0,8840521.0,9939771.0,11175379.0,11427054.0,11485035.0,19751466.0,161376713.0,7025037.0,1569440.0,3323929.0,9438785.0,383071.0,63918.0,209469320.0,286640.0,428960.0,754396.0,2254067.0,4666375.0,37065084.0,8514329.0,18729166.0,1402760000.0,25216261.0,49661056.0,832322.0,543764.0,4999443.0,11338146.0,64172.0,1189262.0,82905782.0,958923.0,71626.0,5793636.0,10627147.0,42228415.0,17084359.0,,46797754.0,1321977.0,109224410.0,5515525.0,883490.0,67101930.0,48497.0,2119275.0,3726549.0,29767108.0,33715.0,12414292.0,1874304.0,1308966.0,10732882.0,111449.0,56023.0,16346950.0,165770.0,779007.0,9587523.0,4087843.0,11123183.0,9775564.0,267670549.0,84073.0,1352642283.0,4867316.0,38433604.0,352721.0,8882800.0,60421760.0,2934853.0,9965322.0,126811000.0,18276452.0,51392570.0,16249795.0,115842.0,4137314.0,6859408.0,4818976.0,6678565.0,37918.0,21670000.0,2108327.0,2801543.0,607950.0,1927174.0,36029089.0,38682.0,26262313.0,515704.0,126190782.0,58412.0,2076217.0,19077755.0,484630.0,53708318.0,622227.0,3170214.0,56889.0,29496009.0,4403312.0,1265303.0,18143215.0,31528033.0,2448300.0,270650.0,22442831.0,195874685.0,6465502.0,17231624.0,5311916.0,28095712.0,10678.0,4900600.0,4829476.0,212228288.0,4176868.0,31989265.0,106651394.0,17911.0,8606324.0,37974750.0,3193354.0,10283822.0,6956069.0,277673.0,2781682.0,19473970.0,144477859.0,12301969.0,33702757.0,41801532.0,15854324.0,5638676.0,652856.0,7650149.0,6420740.0,33784.0,15008225.0,6982604.0,10975924.0,211032.0,575987.0,2073894.0,10175214.0,1136274.0,40895.0,96762.0,16945062.0,37667.0,15477727.0,7889095.0,69428454.0,9100847.0,5850902.0,1267975.0,103199.0,1389841.0,11565203.0,11505.0,42729032.0,44622518.0,3449290.0,32956100.0,107001.0,292675.0,196128.0,57792520.0,17351714.0,14438812.0
2019-01-01,106310.0,38041757.0,31825299.0,2854191.0,77146.0,9770526.0,44938712.0,2957728.0,55312.0,97115.0,25365745.0,8879920.0,10024283.0,11530577.0,11488980.0,11801151.0,20321383.0,163046173.0,6975761.0,1641164.0,3300998.0,9419758.0,390351.0,63911.0,211049519.0,287021.0,433296.0,763094.0,2303703.0,4745179.0,37601230.0,8575280.0,18952035.0,1407745000.0,25876387.0,50339443.0,850891.0,549936.0,5047561.0,11333484.0,64948.0,1198574.0,83092962.0,973557.0,71808.0,5814422.0,10738957.0,43053054.0,17373657.0,,47134837.0,1326855.0,112078727.0,5521606.0,889955.0,67248926.0,48677.0,2172578.0,3720161.0,30417858.0,33706.0,12771246.0,1920917.0,1355982.0,10721582.0,112002.0,56225.0,16604026.0,167295.0,782775.0,9746115.0,4065253.0,11263079.0,9771141.0,270625567.0,84589.0,1366417756.0,4934340.0,39309789.0,360563.0,9054000.0,59729081.0,2948277.0,10101697.0,126633000.0,18513673.0,52573967.0,16486542.0,117608.0,4207077.0,6855709.0,4937374.0,6777453.0,38020.0,21803000.0,2125267.0,2794137.0,620001.0,1913822.0,36471766.0,38967.0,26969306.0,530957.0,127575529.0,58791.0,2076694.0,19658023.0,504062.0,54045422.0,622028.0,3225166.0,57213.0,30366043.0,4525698.0,1265711.0,18628749.0,31949789.0,2494524.0,271300.0,23310719.0,200963603.0,6545503.0,17344874.0,5347896.0,28608715.0,10764.0,4979200.0,4974992.0,216565317.0,4246440.0,32510462.0,108116622.0,18001.0,8776119.0,37965475.0,3193694.0,10286263.0,7044639.0,279285.0,2832071.0,19371648.0,144406261.0,12626938.0,34268529.0,42813237.0,16296362.0,5703569.0,669821.0,7813207.0,6453550.0,33864.0,15442906.0,6945235.0,11062114.0,215048.0,581363.0,2088385.0,10278887.0,1148133.0,41608.0,97625.0,17070132.0,38194.0,15946882.0,8082359.0,69625581.0,9321023.0,5942094.0,1293120.0,104497.0,1394969.0,11694721.0,11655.0,44269587.0,44386203.0,3461731.0,33580350.0,106669.0,299882.0,197093.0,58558267.0,17861034.0,14645473.0
2020-01-01,106766.0,38928341.0,32866268.0,2837849.0,77265.0,9890400.0,45376763.0,2963234.0,55197.0,97928.0,25693267.0,8916864.0,10093121.0,11890781.0,11544241.0,12123198.0,20903278.0,164689383.0,6934015.0,1701583.0,3280815.0,9379952.0,397621.0,63893.0,212559409.0,287371.0,437483.0,771612.0,2351625.0,4829764.0,38037204.0,8636561.0,19116209.0,1411100000.0,26545864.0,50882884.0,869595.0,555988.0,5094114.0,11326616.0,65720.0,1207361.0,83160871.0,988002.0,71991.0,5831404.0,10847904.0,43851043.0,17643060.0,,47363419.0,1329479.0,114963583.0,5529543.0,896444.0,67379908.0,48865.0,2225728.0,3722716.0,31072945.0,33691.0,13132792.0,1967998.0,1402985.0,10700556.0,112519.0,56367.0,16858333.0,168783.0,786559.0,9904608.0,4047680.0,11402533.0,9750149.0,273523621.0,85032.0,1380004385.0,4985674.0,40222503.0,366463.0,9215100.0,59449527.0,2961161.0,10203140.0,126261000.0,18755666.0,53771300.0,16718971.0,119446.0,4270563.0,6825442.0,5057677.0,6871287.0,38137.0,21919000.0,2142252.0,2794885.0,630419.0,1900449.0,36910558.0,39244.0,27691019.0,540542.0,128932753.0,59194.0,2072531.0,20250834.0,515332.0,54409794.0,621306.0,3278292.0,57557.0,31255435.0,4649660.0,1265740.0,19129955.0,32365998.0,2540916.0,271960.0,24206636.0,206139587.0,6624554.0,17441500.0,5379475.0,29136808.0,10834.0,5090200.0,5106622.0,220892331.0,4314768.0,32971846.0,109581085.0,18092.0,8947027.0,37899070.0,3281538.0,10297081.0,7132530.0,280904.0,2881060.0,19257520.0,144073139.0,12952209.0,34813867.0,43849269.0,16743930.0,5685807.0,686878.0,7976985.0,6486201.0,33938.0,15893219.0,6899126.0,11193729.0,219161.0,586634.0,2102419.0,10353442.0,1160164.0,42310.0,98462.0,17500657.0,38718.0,16425859.0,8278737.0,69799978.0,9537642.0,6031187.0,1318442.0,105697.0,1399491.0,11818618.0,11792.0,45741000.0,44132049.0,3473727.0,34232050.0,106290.0,307150.0,198410.0,59308690.0,18383956.0,14862927.0
2021-01-01,107195.0,39835428.0,33933611.0,2811666.0,77354.0,9991083.0,45808747.0,2968128.0,55103.0,98728.0,25739256.0,8956279.0,10145212.0,12255429.0,11587882.0,12451031.0,21497097.0,166303494.0,6899125.0,1748295.0,3263459.0,9340314.0,404915.0,63867.0,213993441.0,287708.0,441532.0,779900.0,2397240.0,4919987.0,38246108.0,8697723.0,19212362.0,1412360000.0,27224262.0,51265841.0,888456.0,561901.0,5139053.0,11317498.0,66498.0,1215588.0,83129285.0,1002197.0,72172.0,5856733.0,10953714.0,44616626.0,17888474.0,,47326687.0,1329254.0,117876226.0,5541696.0,902899.0,67499343.0,49053.0,2278829.0,3708610.0,31732128.0,33691.0,13497237.0,2015490.0,1449891.0,10664568.0,113015.0,56653.0,17109746.0,170184.0,790329.0,10062994.0,3899000.0,11541683.0,9709886.0,276361788.0,85410.0,1393409033.0,5028230.0,41179351.0,372295.0,9364000.0,59066225.0,2973462.0,10269022.0,125681593.0,19002586.0,54985702.0,16946446.0,121388.0,4328553.0,6769151.0,5180208.0,6958538.0,38254.0,22156000.0,2159067.0,2795321.0,639070.0,1883162.0,37344787.0,39520.0,28427333.0,543620.0,130262220.0,59618.0,2065092.0,20855724.0,516869.0,54806014.0,620173.0,3329282.0,57910.0,32163045.0,4775110.0,1266060.0,19647681.0,32776195.0,2587344.0,272620.0,25130810.0,211400704.0,6702379.0,17533405.0,5408320.0,29674920.0,10873.0,5122600.0,5223376.0,225199929.0,4381583.0,33359416.0,111046910.0,18174.0,9119005.0,37781024.0,3263584.0,10299423.0,7219641.0,282534.0,2930524.0,19115146.0,143446060.0,13276517.0,35340680.0,44909351.0,17196308.0,5453566.0,703995.0,8141343.0,6518500.0,34010.0,16359500.0,6844078.0,11381377.0,223364.0,591798.0,2107007.0,10415811.0,1172369.0,42846.0,99202.0,18275704.0,39226.0,16914985.0,8478242.0,69950844.0,9749625.0,6117933.0,1343875.0,106759.0,1403374.0,11935764.0,11925.0,47123533.0,43814581.0,3485152.0,34915100.0,105870.0,314464.0,200144.0,60041996.0,18920657.0,15092171.0
